,dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
3533382,ENSCAFG00000045080,,ENSG00000211938,,ortholog_many2many,63.3803,76.9231
3533526,ENSCAFG00000044771,,ENSG00000254167,,ortholog_many2many,55.8824,55.8824
3533527,ENSCAFG00000044771,,ENSG00000211938,,ortholog_many2many,80.3922,70.0855
3533673,ENSCAFG00000043645,,ENSG00000254167,,ortholog_many2many,36.6667,53.9216
3533674,ENSCAFG00000043645,,ENSG00000211938,,ortholog_many2many,62.6667,80.3419
3533821,ENSCAFG00000049690,,ENSG00000254167,,ortholog_many2many,46.6667,48.0392
3533822,ENSCAFG00000049690,,ENSG00000211938,,ortholog_many2many,64.7619,58.1197
3533969,ENSCAFG00000043189,,ENSG00000254167,,ortholog_many2many,53.9216,53.9216
3533970,ENSCAFG00000043189,,ENSG00000211938,,ortholog_many2many,79.4118,69.2308
3583741,ENSCAFG00000015156,,ENSG00000147853,,ortholog_one2many,93.8326,93.8326
3594260,ENSCAFG00000029003,,ENSG00000066044,,ortholog_one2many,98.6487,89.5705
3632730,ENSCAFG00000049130,,ENSG00000243489,,ortholog_many2many,38.4106,19.4631
3632731,ENSCAFG00000049130,,ENSG00000215454,,ortholog_many2many,35.0993,13.217
3632887,ENSCAFG00000042383,,ENSG00000243489,,ortholog_many2many,38.4106,19.4631
3632888,ENSCAFG00000042383,,ENSG00000215454,,ortholog_many2many,35.0993,13.217
3633045,ENSCAFG00000044390,,ENSG00000243489,,ortholog_many2many,38.8489,18.1208
3633046,ENSCAFG00000044390,,ENSG00000215454,,ortholog_many2many,37.4101,12.9676
3633205,ENSCAFG00000043369,,ENSG00000243489,,ortholog_many2many,38.8489,18.1208
3633206,ENSCAFG00000043369,,ENSG00000215454,,ortholog_many2many,37.4101,12.9676
3644699,ENSCAFG00000049002,,ENSG00000132963,,ortholog_one2many,90.8451,91.4894
3652476,ENSCAFG00000004690,,ENSG00000161960,,ortholog_one2one,100.0,100.0
3686144,ENSCAFG00000017738,,ENSG00000100216,,ortholog_one2many,90.7143,89.4366
3686644,ENSCAFG00000017742,,ENSG00000204220,,ortholog_one2many,99.0291,79.0698
3688187,ENSCAFG00000017793,,ENSG00000129204,,ortholog_one2many,57.9874,65.5761
3700769,ENSCAFG00000018462,,ENSG00000181481,,ortholog_one2one,70.1493,65.2778
3700864,ENSCAFG00000018466,,ENSG00000184060,,ortholog_one2one,89.1473,89.1473
3701180,ENSCAFG00000018475,,ENSG00000172171,,ortholog_one2one,75.8333,75.8333
3701379,ENSCAFG00000018481,,ENSG00000176208,,ortholog_one2one,79.2329,78.4165
3701680,ENSCAFG00000018492,,ENSG00000176390,,ortholog_one2one,96.347,95.4751
3702993,ENSCAFG00000018592,,ENSG00000196712,,ortholog_one2one,98.9583,97.0412
3703580,ENSCAFG00000029405,,ENSG00000126860,,ortholog_one2many,73.5931,65.6371
3703581,ENSCAFG00000029405,,ENSG00000265118,,ortholog_one2many,54.1126,73.0994
3703733,ENSCAFG00000018623,,ENSG00000185862,,ortholog_one2one,74.5614,75.8929
3703845,ENSCAFG00000018624,,ENSG00000126861,,ortholog_one2one,95.9091,95.9091
3704159,ENSCAFG00000018629,,ENSG00000109046,,ortholog_one2one,98.8124,98.8124
3704428,ENSCAFG00000018638,,ENSG00000141068,,ortholog_one2one,93.2112,93.2112
3704789,ENSCAFG00000018641,,ENSG00000168961,,ortholog_one2many,63.5389,66.7606
3704790,ENSCAFG00000018641,,ENSG00000170298,,ortholog_one2many,62.4665,65.4494
3704791,ENSCAFG00000018641,,ENSG00000171916,,ortholog_one2many,62.4665,65.4494
3705191,ENSCAFG00000018642,,ENSG00000007171,,ortholog_one2one,86.344,86.6435
3705397,ENSCAFG00000030679,,ENSG00000232859,,ortholog_one2many,83.7209,78.2609
3705398,ENSCAFG00000030679,,ENSG00000266202,,ortholog_one2many,84.8837,45.9119
3705623,ENSCAFG00000018650,,ENSG00000087095,,ortholog_one2one,99.6205,99.6205
3705886,ENSCAFG00000018655,,ENSG00000109084,,ortholog_one2one,66.6667,68.1818
3706137,ENSCAFG00000018659,,ENSG00000109083,,ortholog_one2one,100.0,83.5443
3706413,ENSCAFG00000018663,,ENSG00000109079,,ortholog_one2one,99.3671,99.3671
3706663,ENSCAFG00000018665,,ENSG00000004142,,ortholog_one2many,97.0109,97.0109
3706937,ENSCAFG00000018668,,ENSG00000244045,,ortholog_one2one,90.3846,90.3846
3707186,ENSCAFG00000018672,,ENSG00000109072,,ortholog_one2many,68.5115,75.1046
3707187,ENSCAFG00000018672,,ENSG00000273171,,ortholog_one2many,16.2214,57.4324
3707505,ENSCAFG00000018678,,ENSG00000004139,,ortholog_one2one,95.7182,95.7182
3707766,ENSCAFG00000018682,,ENSG00000076351,,ortholog_one2one,87.5817,87.5817
3708023,ENSCAFG00000018692,,ENSG00000007216,,ortholog_one2one,81.0491,74.727
3708318,ENSCAFG00000018709,,ENSG00000109101,,ortholog_one2one,90.8243,90.1235
3708583,ENSCAFG00000018713,,ENSG00000109103,,ortholog_one2one,71.3376,93.3333
3708907,ENSCAFG00000018715,,ENSG00000087111,,ortholog_one2one,90.4504,90.4504
3709157,ENSCAFG00000018719,,ENSG00000109107,,ortholog_one2one,98.6264,98.6264
3709414,ENSCAFG00000018724,,ENSG00000258472,,ortholog_one2many,14.3933,51.1905
3709415,ENSCAFG00000018724,,ENSG00000076382,,ortholog_one2many,79.4979,79.6312
3709568,ENSCAFG00000018729,,ENSG00000167524,,ortholog_one2one,86.1386,84.8781
3709834,ENSCAFG00000018736,,ENSG00000007202,,ortholog_one2one,95.0224,94.8098
3710070,ENSCAFG00000030569,,ENSG00000132581,,ortholog_one2one,97.1564,97.1564
3710318,ENSCAFG00000018763,,ENSG00000109111,,ortholog_one2one,90.8611,99.6524
3710578,ENSCAFG00000018779,,ENSG00000167525,,ortholog_one2one,71.0744,70.8791
3710938,ENSCAFG00000018780,,ENSG00000109113,,ortholog_one2one,56.4179,70.5224
3711419,ENSCAFG00000029722,,ENSG00000160606,,ortholog_one2one,89.8785,89.8785
3711659,ENSCAFG00000018792,,ENSG00000160602,,ortholog_one2one,88.2674,93.4971
3711903,ENSCAFG00000018800,,ENSG00000076604,,ortholog_one2one,96.9231,40.2128
3712152,ENSCAFG00000031142,,ENSG00000173065,,ortholog_one2one,97.6868,97.6868
3712398,ENSCAFG00000018813,,ENSG00000132591,,ortholog_one2one,80.5492,80.5492
3712659,ENSCAFG00000018824,,ENSG00000132589,,ortholog_one2one,85.3608,85.7143
3712988,ENSCAFG00000018842,,ENSG00000109118,,ortholog_one2one,93.9873,88.745
3713291,ENSCAFG00000018854,,ENSG00000063015,,ortholog_one2one,92.0973,91.4487
3713614,ENSCAFG00000018883,,ENSG00000179761,,ortholog_one2one,83.1633,83.5897
3713861,ENSCAFG00000018868,,ENSG00000196535,,ortholog_one2one,72.1154,94.9367
3714229,ENSCAFG00000018888,,ENSG00000108256,,ortholog_one2one,89.4591,92.8058
3714414,ENSCAFG00000018885,,ENSG00000108255,,ortholog_one2one,96.2791,96.2791
3714676,ENSCAFG00000018898,,ENSG00000160551,,ortholog_one2one,98.7141,99.7003
3715040,ENSCAFG00000018922,,ENSG00000168792,,ortholog_one2one,83.2335,89.1026
3715269,ENSCAFG00000018924,,ENSG00000167543,,ortholog_one2one,68.1122,67.9389
3715435,ENSCAFG00000018930,,ENSG00000108262,,ortholog_one2one,96.4935,96.4935
3715690,ENSCAFG00000018950,,ENSG00000198720,,ortholog_one2one,93.2318,88.0192
3715932,ENSCAFG00000018960,,ENSG00000167549,,ortholog_one2one,90.0196,97.4576
3716174,ENSCAFG00000018965,,ENSG00000141298,,ortholog_one2one,84.3068,82.6207
3716658,ENSCAFG00000018972,,ENSG00000176927,,ortholog_one2one,72.0509,71.5236
3716996,ENSCAFG00000018976,,ENSG00000126653,,ortholog_one2one,82.9485,83.6918
3717249,ENSCAFG00000018990,,ENSG00000108576,,ortholog_one2one,93.1746,93.1746
3717522,ENSCAFG00000019005,,ENSG00000108578,,ortholog_one2one,95.1648,95.1648
3717784,ENSCAFG00000019009,,ENSG00000182271,,ortholog_one2one,71.1268,77.0992
3718020,ENSCAFG00000019016,,ENSG00000108582,,ortholog_one2one,93.7636,93.6957
3718299,ENSCAFG00000019021,,ENSG00000108587,,ortholog_one2one,94.4,92.549
3718554,ENSCAFG00000019071,,ENSG00000184811,,ortholog_one2one,77.4011,77.4011
3718819,ENSCAFG00000023646,,ENSG00000205899,,ortholog_one2one,48.6486,53.617
3719066,ENSCAFG00000019060,,ENSG00000159842,,ortholog_one2one,98.9667,98.9667
3719325,ENSCAFG00000031516,,ENSG00000177370,,ortholog_one2one,93.2643,92.7835
3719636,ENSCAFG00000019117,,ENSG00000171861,,ortholog_one2one,83.9243,84.5238
3719741,ENSCAFG00000019124,,ENSG00000167699,,ortholog_one2one,90.2685,53.5857
3720076,ENSCAFG00000024432,,ENSG00000179409,,ortholog_one2one,75.7119,85.4442
3720324,ENSCAFG00000019129,,ENSG00000167695,,ortholog_one2one,87.9845,88.3269
3720620,ENSCAFG00000019101,,ENSG00000141252,,ortholog_one2one,97.8365,97.8365
3720886,ENSCAFG00000019130,,ENSG00000183688,,ortholog_one2one,57.7465,85.4167
3721138,ENSCAFG00000044033,,ENSG00000105058,,ortholog_one2many,98.0392,89.2857
3721388,ENSCAFG00000019132,,ENSG00000181031,,ortholog_one2one,82.7815,79.3651
3721520,ENSCAFG00000030814,,ENSG00000272636,,ortholog_one2one,93.3985,92.7184
3721814,ENSCAFG00000032226,,ENSG00000108953,,ortholog_one2one,71.0191,87.451
3722094,ENSCAFG00000019157,,ENSG00000167193,,ortholog_one2one,78.7013,99.6711
3722409,ENSCAFG00000019169,,ENSG00000197879,,ortholog_one2one,97.2719,97.2719
3722695,ENSCAFG00000019181,,ENSG00000132376,,ortholog_one2one,77.4336,78.125
3723039,ENSCAFG00000019188,,ENSG00000174238,,ortholog_one2one,99.6296,99.6296
3723320,ENSCAFG00000019194,,ENSG00000167703,,ortholog_one2one,94.5804,94.4154
3723661,ENSCAFG00000031865,,ENSG00000074660,,ortholog_one2one,69.5279,78.0723
3723902,ENSCAFG00000019203,,ENSG00000167705,,ortholog_one2one,72.4675,69.5761
3724138,ENSCAFG00000019221,,ENSG00000174231,,ortholog_one2one,100.0,100.0
3724392,ENSCAFG00000031626,,ENSG00000185561,,ortholog_one2one,77.6515,77.6515
3724631,ENSCAFG00000019236,,ENSG00000167716,,ortholog_one2one,89.3361,88.0474
3724904,ENSCAFG00000019240,,ENSG00000167711,,ortholog_one2one,81.6701,81.6701
3725241,ENSCAFG00000024189,,ENSG00000132386,,ortholog_one2one,89.2345,89.2345
3725523,ENSCAFG00000019244,,ENSG00000186532,,ortholog_one2one,70.0993,70.2736
3725796,ENSCAFG00000019249,,ENSG00000132383,,ortholog_one2one,88.7987,88.7987
3726114,ENSCAFG00000028579,,ENSG00000185924,,ortholog_one2one,89.4382,90.2494
3726456,ENSCAFG00000019253,,ENSG00000108963,,ortholog_one2one,84.0807,84.6501
3726707,ENSCAFG00000028752,,ENSG00000262664,,ortholog_one2one,82.4561,82.8194
3726895,ENSCAFG00000019257,,ENSG00000177374,,ortholog_one2one,96.8579,96.7258
3727149,ENSCAFG00000019260,,ENSG00000070366,,ortholog_one2one,93.2011,92.7414
3727677,ENSCAFG00000019289,,ENSG00000141258,,ortholog_one2one,71.8949,85.9182
3727952,ENSCAFG00000019273,,ENSG00000167721,,ortholog_one2many,88.2647,87.9353
3728229,ENSCAFG00000019295,,ENSG00000070444,,ortholog_one2one,69.9229,93.4708
3728546,ENSCAFG00000019296,,ENSG00000127804,,ortholog_one2one,90.1213,92.5267
3728811,ENSCAFG00000019298,,ENSG00000007168,,ortholog_one2one,91.4607,95.0935
3729170,ENSCAFG00000019301,,ENSG00000132361,,ortholog_one2one,95.3264,95.3264
3729642,ENSCAFG00000019305,,ENSG00000132359,,ortholog_one2one,81.6479,84.8249
3730018,ENSCAFG00000019310,,ENSG00000184166,,ortholog_one2one,86.039,84.9359
3730308,ENSCAFG00000023554,,ENSG00000172146,,ortholog_one2many,84.466,84.466
3730309,ENSCAFG00000023554,,ENSG00000172150,,ortholog_one2many,78.9644,78.9644
3730649,ENSCAFG00000019314,,ENSG00000262085,,ortholog_one2one,83.9117,80.3625
3730927,ENSCAFG00000041193,,ENSG00000221882,,ortholog_one2one,80.3738,80.3738
3731185,ENSCAFG00000045523,,ENSG00000180090,,ortholog_one2one,86.2928,86.2928
3731953,ENSCAFG00000019322,,ENSG00000242616,,ortholog_one2one,95.5882,95.5882
3732194,ENSCAFG00000019324,,ENSG00000180042,,ortholog_one2one,78.9809,78.9809
3732646,ENSCAFG00000023121,,ENSG00000127780,,ortholog_many2many,84.0256,81.4241
3732647,ENSCAFG00000023121,,ENSG00000180016,,ortholog_many2many,84.345,84.0764
3732876,ENSCAFG00000032628,,ENSG00000141255,,ortholog_one2one,79.7784,79.3388
3733114,ENSCAFG00000019330,,ENSG00000108381,,ortholog_one2one,90.4153,90.4153
3733371,ENSCAFG00000019336,,ENSG00000167723,,ortholog_one2one,94.0506,93.9317
3733561,ENSCAFG00000019339,,ENSG00000196689,,ortholog_one2one,89.0476,88.0
3733748,ENSCAFG00000019344,,ENSG00000262304,,ortholog_one2many,78.3681,86.4017
3733749,ENSCAFG00000019344,,ENSG00000197417,,ortholog_one2many,78.3681,86.4017
3733993,ENSCAFG00000019345,,ENSG00000040531,,ortholog_one2one,68.7646,73.75
3734244,ENSCAFG00000019347,,ENSG00000213977,,ortholog_one2one,100.0,100.0
3734493,ENSCAFG00000019349,,ENSG00000127774,,ortholog_one2one,99.0909,99.0909
3734737,ENSCAFG00000023152,,ENSG00000257950,,ortholog_one2many,69.1111,71.9907
3734738,ENSCAFG00000023152,,ENSG00000083454,,ortholog_one2many,68.8889,71.9258
3735034,ENSCAFG00000019367,,ENSG00000083457,,ortholog_one2one,74.5283,73.7065
3735193,ENSCAFG00000019370,,ENSG00000177602,,ortholog_one2one,74.1357,72.5564
3735410,ENSCAFG00000019371,,ENSG00000074356,,ortholog_one2one,89.4569,90.3226
3735657,ENSCAFG00000019377,,ENSG00000004660,,ortholog_one2one,88.4314,84.7744
3735998,ENSCAFG00000019359,,ENSG00000108405,,ortholog_one2one,90.7268,90.7268
3736255,ENSCAFG00000013971,,ENSG00000074370,,ortholog_one2one,90.7021,90.8745
3736588,ENSCAFG00000019380,,ENSG00000148408,,ortholog_one2one,94.6321,87.3932
3736966,ENSCAFG00000019390,,ENSG00000181090,,ortholog_one2one,89.4737,89.0601
3737343,ENSCAFG00000019394,,ENSG00000197070,,ortholog_one2one,86.7749,86.3741
3737618,ENSCAFG00000019396,,ENSG00000165724,,ortholog_one2one,73.3564,93.3921
3737878,ENSCAFG00000019400,,ENSG00000148399,,ortholog_one2one,46.1661,63.9381
3738078,ENSCAFG00000019403,,ENSG00000182154,,ortholog_one2one,73.3333,72.2628
3738318,ENSCAFG00000019417,,ENSG00000130653,,ortholog_one2one,77.8846,84.5007
3738656,ENSCAFG00000019431,,ENSG00000165802,,ortholog_one2one,95.1311,95.8491
3738968,ENSCAFG00000019434,,ENSG00000188833,,ortholog_one2one,74.1414,74.1414
3739201,ENSCAFG00000019437,,ENSG00000188747,,ortholog_one2one,82.7586,14.9068
3739442,ENSCAFG00000019444,,ENSG00000187609,,ortholog_one2one,63.3149,65.411
3739640,ENSCAFG00000019445,,ENSG00000198435,,ortholog_one2one,98.2456,98.2456
3739862,ENSCAFG00000019450,,ENSG00000188986,,ortholog_one2one,93.1854,93.6306
3740113,ENSCAFG00000019460,,ENSG00000188229,,ortholog_one2one,94.2797,100.0
3740411,ENSCAFG00000019458,,ENSG00000188163,,ortholog_one2one,56.0794,71.2934
3740549,ENSCAFG00000019464,,ENSG00000198569,,ortholog_one2one,82.3529,35.0584
3740655,ENSCAFG00000024418,,ENSG00000233198,,ortholog_one2one,71.4286,70.5128
3740858,ENSCAFG00000019467,,ENSG00000212864,,ortholog_one2one,91.6981,93.1034
3741076,ENSCAFG00000019475,,ENSG00000188566,,ortholog_one2one,71.266,82.6733
3741327,ENSCAFG00000019478,,ENSG00000187713,,ortholog_one2one,97.7941,97.7941
3741560,ENSCAFG00000019483,,ENSG00000176248,,ortholog_one2one,66.0542,91.8492
3741809,ENSCAFG00000019481,,ENSG00000176101,,ortholog_one2one,95.7983,95.7983
3741965,ENSCAFG00000019509,,ENSG00000184709,,ortholog_one2one,75.6329,71.5569
3742071,ENSCAFG00000019499,,ENSG00000176884,,ortholog_one2one,86.9803,82.8988
3742362,ENSCAFG00000019510,,ENSG00000197355,,ortholog_one2many,64.9701,42.8008
3742591,ENSCAFG00000019517,,ENSG00000177239,,ortholog_one2many,64.2008,69.5279
3742896,ENSCAFG00000019515,,ENSG00000176978,,ortholog_one2one,69.0741,75.813
3743137,ENSCAFG00000019511,,ENSG00000177239,,ortholog_one2many,32.6829,19.1702
3743459,ENSCAFG00000019522,,ENSG00000054179,,ortholog_one2one,68.8663,82.2222
3743769,ENSCAFG00000019556,,ENSG00000196642,,ortholog_one2one,58.1503,68.9041
3744049,ENSCAFG00000019525,,ENSG00000107281,,ortholog_one2one,50.9589,46.1538
3744338,ENSCAFG00000019526,,ENSG00000180549,,ortholog_one2one,79.8246,79.8246
3744667,ENSCAFG00000029919,,ENSG00000169583,,ortholog_one2one,87.8151,88.5593
3744933,ENSCAFG00000019530,,ENSG00000148362,,ortholog_one2one,68.5345,77.9412
3745066,ENSCAFG00000019532,,ENSG00000214402,,ortholog_one2one,24.4147,44.5122
3745221,ENSCAFG00000019533,,ENSG00000284341,,ortholog_one2many,38.8571,71.5789
3745222,ENSCAFG00000019533,,ENSG00000107317,,ortholog_one2many,33.4286,60.0
3745537,ENSCAFG00000019535,,ENSG00000184925,,ortholog_one2one,53.9267,53.6458
3745625,ENSCAFG00000019537,,ENSG00000176919,,ortholog_one2one,52.518,72.2772
3745841,ENSCAFG00000019539,,ENSG00000159069,,ortholog_one2one,63.217,89.576
3746112,ENSCAFG00000019541,,ENSG00000127191,,ortholog_one2one,86.9981,90.8184
3746447,ENSCAFG00000019544,,ENSG00000107223,,ortholog_one2one,31.8807,93.9189
3746710,ENSCAFG00000019548,,ENSG00000177943,,ortholog_one2one,70.0308,74.7533
3746843,ENSCAFG00000019551,,ENSG00000054148,,ortholog_one2one,86.4,86.4
3747063,ENSCAFG00000019560,,ENSG00000204001,,ortholog_one2one,35.0158,63.4286
3747277,ENSCAFG00000028849,,ENSG00000244187,,ortholog_one2one,36.8664,74.0741
3747484,ENSCAFG00000019563,,ENSG00000204003,,ortholog_one2many,47.0339,72.549
3747485,ENSCAFG00000019563,,ENSG00000267206,,ortholog_one2many,49.5763,71.7791
3747722,ENSCAFG00000019566,,ENSG00000165716,,ortholog_one2one,88.8372,88.6311
3747971,ENSCAFG00000019569,,ENSG00000169692,,ortholog_one2one,77.3723,76.259
3748222,ENSCAFG00000019575,,ENSG00000172889,,ortholog_one2one,35.0554,69.5971
3748472,ENSCAFG00000019633,,ENSG00000148400,,ortholog_one2one,89.6296,89.9804
3748811,ENSCAFG00000019656,,ENSG00000148396,,ortholog_one2one,71.4468,71.4468
3749052,ENSCAFG00000019664,,ENSG00000148384,,ortholog_one2one,74.7588,72.205
3749316,ENSCAFG00000019672,,ENSG00000165688,,ortholog_one2one,89.924,90.0952
3749585,ENSCAFG00000019678,,ENSG00000165689,,ortholog_one2one,83.908,83.908
3749817,ENSCAFG00000019683,,ENSG00000165684,,ortholog_one2one,67.7857,64.6018
3750051,ENSCAFG00000019685,,ENSG00000187796,,ortholog_one2one,86.3806,86.3806
3750288,ENSCAFG00000019694,,ENSG00000160360,,ortholog_one2one,91.1932,90.8062
3750574,ENSCAFG00000019686,,ENSG00000213221,,ortholog_one2one,74.8538,71.9101
3750801,ENSCAFG00000019701,,ENSG00000260220,,ortholog_one2one,48.1253,45.1131
3750885,ENSCAFG00000019705,,ENSG00000165661,,ortholog_one2one,77.2532,77.3639
3751140,ENSCAFG00000019695,,ENSG00000107187,,ortholog_one2one,88.0893,88.3085
3751410,ENSCAFG00000029970,,ENSG00000238227,,ortholog_one2one,60.989,79.8561
3751638,ENSCAFG00000030397,,ENSG00000148411,,ortholog_one2one,93.686,93.5264
3751970,ENSCAFG00000019712,,ENSG00000130560,,ortholog_one2one,59.39,91.358
3752224,ENSCAFG00000019723,,ENSG00000130559,,ortholog_one2one,84.3927,83.137
3752562,ENSCAFG00000019737,,ENSG00000107147,,ortholog_one2one,73.3028,76.5127
3752886,ENSCAFG00000019746,,ENSG00000165643,,ortholog_one2one,54.4643,47.2868
3752996,ENSCAFG00000019751,,ENSG00000148386,,ortholog_one2one,47.032,58.5227
3753088,ENSCAFG00000029005,,ENSG00000204007,,ortholog_one2one,49.6222,64.1694
3753187,ENSCAFG00000041304,,ENSG00000236543,,ortholog_one2one,73.224,74.0331
3753249,ENSCAFG00000019755,,ENSG00000122133,,ortholog_one2one,40.0,55.5556
3753326,ENSCAFG00000019756,,ENSG00000160349,,ortholog_one2one,50.5051,56.8182
3753569,ENSCAFG00000019758,,ENSG00000148296,,ortholog_one2many,45.2931,70.6371
3753805,ENSCAFG00000019757,,ENSG00000175164,,ortholog_one2one,66.8555,63.2708
3754129,ENSCAFG00000023616,,ENSG00000148290,,ortholog_one2one,66.1932,77.6667
3754381,ENSCAFG00000019763,,ENSG00000148291,,ortholog_one2one,74.4186,75.0
3754547,ENSCAFG00000019762,,ENSG00000148248,,ortholog_one2one,96.8379,91.0781
3754823,ENSCAFG00000019765,,ENSG00000198870,,ortholog_one2one,66.1808,66.7647
3754958,ENSCAFG00000019767,,ENSG00000148300,,ortholog_one2one,67.757,68.7204
3755213,ENSCAFG00000019776,,ENSG00000160323,,ortholog_one2one,64.6471,68.0448
3755481,ENSCAFG00000019779,,ENSG00000160325,,ortholog_one2one,75.9259,35.1931
3755737,ENSCAFG00000019780,,ENSG00000160326,,ortholog_one2one,54.8571,75.7396
3755997,ENSCAFG00000019781,,ENSG00000187616,,ortholog_one2one,95.4751,95.4751
3756239,ENSCAFG00000023757,,ENSG00000197859,,ortholog_one2one,90.4712,81.5094
3756519,ENSCAFG00000031627,,ENSG00000196990,,ortholog_one2one,89.5705,87.9518
3756842,ENSCAFG00000019783,,ENSG00000123454,,ortholog_one2one,73.76,74.7164
3757094,ENSCAFG00000019794,,ENSG00000123453,,ortholog_one2one,88.123,90.5229
3757355,ENSCAFG00000019810,,ENSG00000160293,,ortholog_one2one,84.5311,79.0433
3757628,ENSCAFG00000019817,,ENSG00000169925,,ortholog_one2one,88.2195,90.7713
3757846,ENSCAFG00000019830,,ENSG00000196363,,ortholog_one2one,86.2745,92.2156
3758153,ENSCAFG00000019838,,ENSG00000186350,,ortholog_one2one,80.5755,96.9697
3758461,ENSCAFG00000019848,,ENSG00000130635,,ortholog_one2one,95.1244,52.0131
3758792,ENSCAFG00000030630,,ENSG00000085265,,ortholog_one2one,42.8571,38.3333
3758945,ENSCAFG00000032227,,ENSG00000130558,,ortholog_one2one,94.1606,79.7938
3759220,ENSCAFG00000019860,,ENSG00000196422,,ortholog_one2one,59.2217,57.8991
3759440,ENSCAFG00000032138,,ENSG00000160345,,ortholog_one2one,52.795,62.5
3759637,ENSCAFG00000019862,,ENSG00000122140,,ortholog_one2one,39.8039,68.5811
3759881,ENSCAFG00000019864,,ENSG00000148288,,ortholog_one2one,83.8617,83.8617
3760244,ENSCAFG00000019869,,ENSG00000160271,,ortholog_one2many,68.7081,78.5558
3760245,ENSCAFG00000019869,,ENSG00000285245,,ortholog_one2many,68.4211,72.5888
3760525,ENSCAFG00000019872,,ENSG00000170835,,ortholog_one2one,77.1313,75.3968
3760943,ENSCAFG00000019877,,ENSG00000165702,,ortholog_one2one,90.5199,81.768
3761217,ENSCAFG00000019882,,ENSG00000165699,,ortholog_one2one,89.3071,89.6907
3761563,ENSCAFG00000019885,,ENSG00000165698,,ortholog_one2one,83.7004,85.5856
3761758,ENSCAFG00000019886,,ENSG00000165695,,ortholog_one2one,81.8372,81.8372
3761883,ENSCAFG00000019887,,ENSG00000125484,,ortholog_one2one,95.7421,95.7421
3762135,ENSCAFG00000049076,,ENSG00000125485,,ortholog_one2one,63.2939,69.0952
3762402,ENSCAFG00000019892,,ENSG00000125492,,ortholog_one2one,69.8061,77.0642
3762706,ENSCAFG00000019893,,ENSG00000188523,,ortholog_one2one,65.3747,79.0625
3762911,ENSCAFG00000019895,,ENSG00000125482,,ortholog_one2one,66.5019,59.4475
3763172,ENSCAFG00000019897,,ENSG00000107290,,ortholog_one2one,79.963,80.65
3763417,ENSCAFG00000019898,,ENSG00000196358,,ortholog_one2one,89.272,87.9245
3763776,ENSCAFG00000019900,,ENSG00000160563,,ortholog_one2one,81.0398,81.2883
3764040,ENSCAFG00000019902,,ENSG00000107263,,ortholog_one2one,79.1827,93.79
3764330,ENSCAFG00000019908,,ENSG00000130723,,ortholog_one2one,86.5772,86.8102
3764588,ENSCAFG00000046422,,ENSG00000283526,,ortholog_one2one,69.1406,67.3004
3764693,ENSCAFG00000019903,,ENSG00000130717,,ortholog_one2one,59.5819,60.6383
3764950,ENSCAFG00000019905,,ENSG00000130714,,ortholog_one2one,83.2685,85.9438
3765208,ENSCAFG00000019911,,ENSG00000160539,,ortholog_one2one,94.0959,94.0959
3765543,ENSCAFG00000029121,,ENSG00000126882,,ortholog_one2one,97.1731,97.1731
3765797,ENSCAFG00000019920,,ENSG00000126883,,ortholog_one2one,84.7222,84.6412
3765992,ENSCAFG00000019926,,ENSG00000126878,,ortholog_one2one,97.3333,82.9545
3766246,ENSCAFG00000019927,,ENSG00000050555,,ortholog_one2one,82.0081,77.2698
3766447,ENSCAFG00000019930,,ENSG00000130720,,ortholog_one2one,63.4796,87.8525
3766733,ENSCAFG00000024407,,ENSG00000188710,,ortholog_one2one,66.9118,66.9118
3766870,ENSCAFG00000019938,,ENSG00000097007,,ortholog_one2one,91.6522,91.7319
3767156,ENSCAFG00000019941,,ENSG00000130713,,ortholog_one2one,95.9044,95.9044
3767408,ENSCAFG00000023076,,ENSG00000130711,,ortholog_one2one,87.7049,87.4659
3767634,ENSCAFG00000019942,,ENSG00000107164,,ortholog_one2one,95.5224,89.5105
3768340,ENSCAFG00000019945,,ENSG00000130707,,ortholog_one2one,55.8935,71.3592
3768630,ENSCAFG00000019950,,ENSG00000148357,,ortholog_one2one,84.8683,84.7005
3768790,ENSCAFG00000019953,,ENSG00000107130,,ortholog_one2one,75.5556,71.5789
3768957,ENSCAFG00000019954,,ENSG00000148358,,ortholog_one2one,90.8146,87.3333
3769158,ENSCAFG00000019963,,ENSG00000187239,,ortholog_one2one,85.3503,86.872
3769497,ENSCAFG00000019975,,ENSG00000136878,,ortholog_one2one,93.9891,94.0919
3769804,ENSCAFG00000019979,,ENSG00000136819,,ortholog_one2many,97.5862,97.9239
3770035,ENSCAFG00000019980,,ENSG00000136827,,ortholog_one2one,93.3735,93.3735
3770347,ENSCAFG00000019981,,ENSG00000136816,,ortholog_one2one,89.881,89.881
3770665,ENSCAFG00000030838,,ENSG00000148344,,ortholog_one2one,83.6601,84.2105
3770923,ENSCAFG00000019983,,ENSG00000167157,,ortholog_one2one,86.4865,63.2411
3771128,ENSCAFG00000019984,,ENSG00000148331,,ortholog_one2one,95.962,95.962
3771376,ENSCAFG00000019986,,ENSG00000148335,,ortholog_one2one,84.0816,92.3767
3771624,ENSCAFG00000030536,,ENSG00000179058,,ortholog_one2one,53.6131,53.3643
3771688,ENSCAFG00000019990,,ENSG00000188483,,ortholog_one2one,95.3545,96.5347
