dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
ENSCAFG00000013018,,ENSG00000182010,RTKN2,ortholog_one2one,73.0878,84.7291
ENSCAFG00000006749,,ENSG00000169840,GSX1,ortholog_one2one,73.0878,97.7273
ENSCAFG00000004282,,ENSG00000139668,WDFY2,ortholog_one2one,73.0769,85.5
ENSCAFG00000023381,,ENSG00000175854,SWI5,ortholog_one2one,73.0769,55.8824
ENSCAFG00000001978,,ENSG00000163006,CCDC138,ortholog_one2one,73.0667,82.406
ENSCAFG00000003555,,ENSG00000126467,TSKS,ortholog_one2one,73.021,76.3513
ENSCAFG00000012815,,ENSG00000101199,ARFGAP1,ortholog_one2one,73.0193,82.3671
ENSCAFG00000010547,,ENSG00000065618,COL17A1,ortholog_one2one,73.0119,77.8891
ENSCAFG00000018184,,ENSG00000205436,EXOC3L4,ortholog_one2one,73.007,72.2992
ENSCAFG00000024672,,ENSG00000206069,LHFPL7,ortholog_one2one,73.0,73.0
ENSCAFG00000006246,,ENSG00000125861,GFRA4,ortholog_one2one,72.9927,66.8896
ENSCAFG00000000005,,ENSG00000178184,PARD6G,ortholog_one2one,72.987,74.734
ENSCAFG00000013112,,ENSG00000176845,METRNL,ortholog_one2one,72.973,69.4534
ENSCAFG00000003275,,ENSG00000169605,GKN1,ortholog_one2one,72.973,67.8392
ENSCAFG00000018004,,ENSG00000101842,VSIG1,ortholog_one2one,72.9216,72.5768
ENSCAFG00000025546,,ENSG00000211801,TRAV21,ortholog_one2one,72.9167,62.5
ENSCAFG00000000372,,ENSG00000111962,UST,ortholog_one2one,72.912,79.5566
ENSCAFG00000003309,,ENSG00000115977,AAK1,ortholog_one2one,72.891,66.1221
ENSCAFG00000047578,,ENSG00000196421,C20orf204,ortholog_one2one,72.8723,72.4868
ENSCAFG00000014390,,ENSG00000079246,XRCC5,ortholog_one2one,72.8589,82.5137
ENSCAFG00000015192,,ENSG00000179913,B3GNT3,ortholog_one2one,72.8495,72.8495
ENSCAFG00000041065,,ENSG00000170516,COX7B2,ortholog_one2one,72.8395,72.8395
ENSCAFG00000011834,,ENSG00000163072,NOSTRIN,ortholog_one2one,72.8302,68.5613
ENSCAFG00000015930,,ENSG00000148604,RGR,ortholog_one2one,72.8188,70.0
ENSCAFG00000005961,,ENSG00000102738,MRPS31,ortholog_one2one,72.7979,71.1392
ENSCAFG00000046962,,ENSG00000095981,KCNK16,ortholog_one2one,72.7891,66.4596
ENSCAFG00000011920,,ENSG00000087589,CASS4,ortholog_one2one,72.7621,72.3919
ENSCAFG00000018316,,ENSG00000142459,EVI5L,ortholog_one2one,72.7468,84.2236
ENSCAFG00000015962,,ENSG00000161031,PGLYRP2,ortholog_one2one,72.7455,57.2555
ENSCAFG00000002629,,ENSG00000284701,TMEM247,ortholog_one2one,72.7273,76.7123
ENSCAFG00000012130,,ENSG00000003402,CFLAR,ortholog_one2one,72.7088,74.375
ENSCAFG00000031768,,ENSG00000188112,C6orf132,ortholog_one2one,72.6611,58.8384
ENSCAFG00000001303,,ENSG00000176177,ENTHD1,ortholog_one2one,72.651,71.3344
ENSCAFG00000023596,,ENSG00000135953,SLC67A2,ortholog_one2one,72.6496,71.73
ENSCAFG00000004757,,ENSG00000176531,PHLDB3,ortholog_one2one,72.6331,76.7188
ENSCAFG00000002594,,ENSG00000133247,KMT5C,ortholog_one2one,72.6297,87.8788
ENSCAFG00000017774,,ENSG00000125962,ARMCX5,ortholog_one2one,72.6257,69.8925
ENSCAFG00000002226,,ENSG00000115539,PDCL3,ortholog_one2one,72.6073,92.0502
ENSCAFG00000010947,,ENSG00000152430,BOLL,ortholog_one2one,72.6027,79.5796
ENSCAFG00000047090,,ENSG00000283567,C19orf85,ortholog_one2one,72.5962,68.018
ENSCAFG00000011861,,ENSG00000181544,FANCB,ortholog_one2one,72.5882,71.8277
ENSCAFG00000017761,,ENSG00000150477,KIAA1328,ortholog_one2one,72.5738,57.2379
ENSCAFG00000001522,,ENSG00000100365,NCF4,ortholog_one2one,72.5664,70.6897
ENSCAFG00000044896,,ENSG00000101850,GPR143,ortholog_one2one,72.561,58.9109
ENSCAFG00000002460,,ENSG00000136932,TRMO,ortholog_one2one,72.5572,79.1383
ENSCAFG00000003262,,ENSG00000169621,APLF,ortholog_one2one,72.549,72.407
ENSCAFG00000019176,,ENSG00000147394,ZNF185,ortholog_one2one,72.5291,69.2094
ENSCAFG00000001938,,ENSG00000112715,VEGFA,ortholog_one2one,72.5253,87.1359
ENSCAFG00000013098,,ENSG00000141579,ZNF750,ortholog_one2one,72.5244,71.9225
ENSCAFG00000013204,,ENSG00000132334,PTPRE,ortholog_one2one,72.5225,92.0
ENSCAFG00000002203,,ENSG00000107175,CREB3,ortholog_one2one,72.5212,69.0027
ENSCAFG00000016336,,ENSG00000172717,GARIN2,ortholog_one2one,72.5191,67.5355
ENSCAFG00000016708,,ENSG00000145214,DGKQ,ortholog_one2one,72.4951,78.3439
ENSCAFG00000018290,,ENSG00000126215,XRCC3,ortholog_one2one,72.4928,73.1214
ENSCAFG00000018307,,ENSG00000104918,RETN,ortholog_one2one,72.4771,73.1481
ENSCAFG00000004419,,ENSG00000125741,OPA3,ortholog_one2one,72.4719,71.6667
ENSCAFG00000003824,,ENSG00000135596,MICAL1,ortholog_one2one,72.468,67.8637
ENSCAFG00000019203,,ENSG00000167705,RILP,ortholog_one2one,72.4675,69.5761
ENSCAFG00000029019,,ENSG00000125823,CSTL1,ortholog_one2one,72.4638,68.9655
ENSCAFG00000001981,,ENSG00000112759,SLC29A1,ortholog_one2one,72.4551,79.6053
ENSCAFG00000009730,,ENSG00000149651,SPINT4,ortholog_one2one,72.449,71.7172
ENSCAFG00000031993,,ENSG00000181666,ZNF875,ortholog_one2one,72.4138,79.6662
ENSCAFG00000030190,,ENSG00000177202,SPACA4,ortholog_one2one,72.4138,67.7419
ENSCAFG00000002126,,ENSG00000031691,CENPQ,ortholog_one2one,72.3881,72.3881
ENSCAFG00000014071,,ENSG00000180644,PRF1,ortholog_one2one,72.3661,75.4955
ENSCAFG00000002142,,ENSG00000115602,IL1RL1,ortholog_one2one,72.3519,72.482
ENSCAFG00000014873,,ENSG00000123933,MXD4,ortholog_one2one,72.3485,91.3876
ENSCAFG00000001568,,ENSG00000124615,MOCS1,ortholog_one2one,72.3373,76.8868
ENSCAFG00000001376,,ENSG00000112053,SLC26A8,ortholog_one2one,72.3316,71.9588
ENSCAFG00000000667,,ENSG00000164694,FNDC1,ortholog_one2one,72.3264,75.3432
ENSCAFG00000002026,,ENSG00000146233,CYP39A1,ortholog_one2one,72.3164,81.8763
ENSCAFG00000005175,,ENSG00000136155,SCEL,ortholog_one2one,72.3164,74.4186
ENSCAFG00000012188,,ENSG00000155749,FLACC1,ortholog_one2one,72.3112,71.0112
ENSCAFG00000006407,,ENSG00000198171,DDRGK1,ortholog_one2one,72.3077,89.8089
ENSCAFG00000009943,,ENSG00000136560,TANK,ortholog_one2one,72.2986,86.5882
ENSCAFG00000025079,,ENSG00000215545,DEFB116,ortholog_one2one,72.2772,71.5686
ENSCAFG00000017640,,ENSG00000152240,HAUS1,ortholog_one2one,72.2714,88.1295
ENSCAFG00000024137,,ENSG00000170054,SERPINA9,ortholog_one2one,72.2488,69.4253
ENSCAFG00000003560,,ENSG00000136861,CDK5RAP2,ortholog_one2one,72.2344,69.6778
ENSCAFG00000046247,,ENSG00000083814,ZNF671,ortholog_one2one,72.211,66.6667
ENSCAFG00000000768,,ENSG00000241404,EGFL8,ortholog_one2one,72.1893,83.2765
ENSCAFG00000001954,,ENSG00000172724,CCL19,ortholog_one2one,72.1739,79.8077
ENSCAFG00000012709,,ENSG00000130700,GATA5,ortholog_one2one,72.1698,77.0781
ENSCAFG00000011720,,ENSG00000128203,ASPHD2,ortholog_one2one,72.1649,94.851
ENSCAFG00000017968,,ENSG00000080572,DNAAF6,ortholog_one2one,72.1461,73.8318
ENSCAFG00000010820,,ENSG00000133962,CATSPERB,ortholog_one2one,72.1429,72.4014
ENSCAFG00000004558,,ENSG00000179846,NKPD1,ortholog_one2one,72.1354,66.5865
ENSCAFG00000018868,,ENSG00000196535,MYO18A,ortholog_one2one,72.1154,94.9367
ENSCAFG00000010201,,ENSG00000138111,SLC68A1,ortholog_one2one,72.1137,78.53
ENSCAFG00000003239,,ENSG00000143971,ETAA1,ortholog_one2one,72.112,66.7387
ENSCAFG00000014670,,ENSG00000087303,NID2,ortholog_one2one,72.0981,72.7273
ENSCAFG00000001574,,ENSG00000112212,TSPO2,ortholog_one2one,72.093,72.9412
ENSCAFG00000018972,,ENSG00000176927,EFCAB5,ortholog_one2one,72.0509,71.5236
ENSCAFG00000012641,,ENSG00000179988,PSTK,ortholog_one2one,72.0482,83.5196
ENSCAFG00000000257,,ENSG00000016402,IL20RA,ortholog_one2one,72.043,72.6944
ENSCAFG00000028907,,ENSG00000211813,TRAV34,ortholog_one2one,72.043,59.8214
ENSCAFG00000002577,,ENSG00000251349,MSANTD3-TMEFF1,ortholog_one2one,72.0264,95.8944
ENSCAFG00000005641,,ENSG00000129472,RAB2B,ortholog_one2one,72.0136,97.6852
ENSCAFG00000003256,,ENSG00000115946,PNO1,ortholog_one2one,71.987,87.6984
ENSCAFG00000000777,,ENSG00000204305,AGER,ortholog_one2one,71.9697,67.8571
ENSCAFG00000024923,,ENSG00000150201,FXYD4,ortholog_one2one,71.9101,71.9101
ENSCAFG00000019289,,ENSG00000141258,SGSM2,ortholog_one2one,71.8949,85.9182
ENSCAFG00000014085,,ENSG00000129534,MIS18BP1,ortholog_one2one,71.8886,72.9682
ENSCAFG00000017895,,ENSG00000186496,ZNF396,ortholog_one2one,71.885,67.1642
ENSCAFG00000013658,,ENSG00000169297,NR0B1,ortholog_one2one,71.8686,74.4681
ENSCAFG00000001392,,ENSG00000180316,PNPLA1,ortholog_one2one,71.8584,76.1726
ENSCAFG00000019180,,ENSG00000235961,PNMA6A,ortholog_one2one,71.855,84.4612
ENSCAFG00000007509,,ENSG00000186326,RGS9BP,ortholog_one2one,71.8487,72.766
ENSCAFG00000047451,,ENSG00000161298,ZNF382,ortholog_one2one,71.8475,89.0909
ENSCAFG00000005214,,ENSG00000088970,KIZ,ortholog_one2one,71.8475,72.8083
ENSCAFG00000019512,,ENSG00000185761,ADAMTSL5,ortholog_one2one,71.8391,79.6178
ENSCAFG00000014927,,ENSG00000185049,NELFA,ortholog_one2one,71.831,85.1577
ENSCAFG00000009696,,ENSG00000101443,WFDC2,ortholog_one2one,71.8182,63.7097
ENSCAFG00000024131,,ENSG00000215251,FASTKD5,ortholog_one2one,71.8171,76.0471
ENSCAFG00000003008,,ENSG00000165181,SHOC1,ortholog_one2one,71.8037,71.9529
ENSCAFG00000016274,,ENSG00000158423,RIBC1,ortholog_one2one,71.8016,72.5594
ENSCAFG00000005937,,ENSG00000099338,CATSPERG,ortholog_one2one,71.7882,71.3546
ENSCAFG00000013771,,ENSG00000165730,STOX1,ortholog_one2one,71.7762,53.5876
ENSCAFG00000032445,,ENSG00000109255,NMU,ortholog_one2one,71.7647,70.1149
ENSCAFG00000029933,,ENSG00000204116,CHIC1,ortholog_one2one,71.7647,81.6964
ENSCAFG00000011298,,ENSG00000165816,VWA2,ortholog_one2one,71.7647,80.7947
ENSCAFG00000019015,,ENSG00000171236,LRG1,ortholog_one2one,71.7514,73.1988
ENSCAFG00000032274,,ENSG00000100865,CINP,ortholog_one2one,71.7489,70.4846
ENSCAFG00000009375,,ENSG00000196151,WDSUB1,ortholog_one2one,71.7352,84.2437
ENSCAFG00000023610,,ENSG00000100665,SERPINA4,ortholog_one2one,71.734,70.726
ENSCAFG00000013955,,ENSG00000165169,DYNLT3,ortholog_one2one,71.7241,68.4211
ENSCAFG00000004961,,ENSG00000198445,CCT8L2,ortholog_one2one,71.7117,71.4542
ENSCAFG00000016850,,ENSG00000130055,GDPD2,ortholog_one2one,71.7073,74.7458
ENSCAFG00000017115,,ENSG00000105612,DNASE2,ortholog_one2one,71.7033,72.5
ENSCAFG00000000848,,ENSG00000204257,HLA-DMA,ortholog_one2one,71.6981,65.5172
ENSCAFG00000015007,,ENSG00000168175,MAPK1IP1L,ortholog_one2one,71.6867,97.1429
ENSCAFG00000001057,,ENSG00000066651,TRMT11,ortholog_one2one,71.6753,89.6328
ENSCAFG00000010268,,ENSG00000124532,MRS2,ortholog_one2one,71.6749,65.2466
ENSCAFG00000029570,,ENSG00000186994,KANK3,ortholog_one2one,71.6648,77.381
ENSCAFG00000001723,,ENSG00000124659,TBCC,ortholog_one2one,71.6495,80.3468
ENSCAFG00000003267,,ENSG00000138835,RGS3,ortholog_one2one,71.6323,75.4591
ENSCAFG00000002145,,ENSG00000115598,IL1RL2,ortholog_one2one,71.6263,72.0
ENSCAFG00000007161,,ENSG00000102683,SGCG,ortholog_one2one,71.6216,91.0653
ENSCAFG00000002239,,ENSG00000170500,LONRF2,ortholog_one2one,71.6129,73.6074
ENSCAFG00000003108,,ENSG00000083099,LYRM2,ortholog_one2one,71.5909,64.2857
ENSCAFG00000029836,,ENSG00000203760,CENPW,ortholog_one2one,71.5909,61.165
ENSCAFG00000020178,,ENSG00000119487,MAPKAP1,ortholog_one2one,71.5888,73.3717
ENSCAFG00000003793,,ENSG00000080546,SESN1,ortholog_one2one,71.5805,85.4809
ENSCAFG00000014499,,ENSG00000185838,GNB1L,ortholog_one2one,71.5493,77.6758
ENSCAFG00000003215,,ENSG00000136868,SLC31A1,ortholog_one2one,71.5447,92.6316
ENSCAFG00000005061,,ENSG00000136153,LMO7,ortholog_one2one,71.5252,82.3741
ENSCAFG00000015415,,ENSG00000188368,PRR19,ortholog_one2one,71.51,70.5056
ENSCAFG00000031804,,ENSG00000180479,ZNF571,ortholog_one2one,71.5047,88.1773
ENSCAFG00000019656,,ENSG00000148396,SEC16A,ortholog_one2one,71.4468,71.4468
ENSCAFG00000015687,,ENSG00000144589,STK11IP,ortholog_one2one,71.4408,77.0221
ENSCAFG00000025380,,ENSG00000112343,TRIM38,ortholog_one2one,71.4286,70.9677
ENSCAFG00000014525,,ENSG00000189037,DUSP21,ortholog_one2one,71.4286,71.0526
ENSCAFG00000024418,,ENSG00000233198,RNF224,ortholog_one2one,71.4286,70.5128
ENSCAFG00000004651,,ENSG00000142273,CBLC,ortholog_one2one,71.4286,74.8945
ENSCAFG00000005404,,ENSG00000129566,TEP1,ortholog_one2one,71.3906,71.5265
ENSCAFG00000000404,,ENSG00000009765,IYD,ortholog_one2one,71.3793,70.6485
ENSCAFG00000007321,,ENSG00000121743,GJA3,ortholog_one2one,71.3647,73.3333
ENSCAFG00000017730,,ENSG00000166432,ZMAT1,ortholog_one2one,71.3561,81.0072
ENSCAFG00000001418,,ENSG00000255587,RAB44,ortholog_one2one,71.3536,66.6014
ENSCAFG00000028573,,ENSG00000243978,RTL9,ortholog_one2one,71.3459,71.0375
ENSCAFG00000008413,,ENSG00000088367,EPB41L1,ortholog_one2one,71.344,75.5486
ENSCAFG00000018713,,ENSG00000109103,UNC119,ortholog_one2one,71.3376,93.3333
ENSCAFG00000019729,,ENSG00000105556,MIER2,ortholog_one2one,71.3355,80.367
ENSCAFG00000023863,,ENSG00000136881,BAAT,ortholog_one2one,71.327,72.0096
ENSCAFG00000016701,,ENSG00000127415,IDUA,ortholog_one2one,71.3126,80.7044
ENSCAFG00000017154,,ENSG00000132026,RTBDN,ortholog_one2one,71.3004,60.9195
ENSCAFG00000001716,,ENSG00000147896,IFNK,ortholog_one2one,71.2919,71.9807
ENSCAFG00000015606,,ENSG00000127533,F2RL3,ortholog_one2one,71.2821,72.2078
ENSCAFG00000005241,,ENSG00000173848,NET1,ortholog_one2one,71.2766,78.6913
ENSCAFG00000019475,,ENSG00000188566,NDOR1,ortholog_one2one,71.266,82.6733
ENSCAFG00000001701,,ENSG00000100320,RBFOX2,ortholog_one2one,71.2389,71.3969
ENSCAFG00000005550,,ENSG00000006712,PAF1,ortholog_one2one,71.2305,77.4011
ENSCAFG00000020284,,ENSG00000175764,TTLL11,ortholog_one2one,71.1944,76.0
ENSCAFG00000014993,,ENSG00000068078,FGFR3,ortholog_one2one,71.1656,86.1386
ENSCAFG00000011950,,ENSG00000165646,SLC18A2,ortholog_one2one,71.151,92.607
ENSCAFG00000018162,,ENSG00000134489,HRH4,ortholog_one2one,71.1392,72.0513
ENSCAFG00000023050,,ENSG00000197641,SERPINB13,ortholog_one2one,71.1316,77.0
ENSCAFG00000006824,,ENSG00000267796,LIN37,ortholog_one2one,71.131,97.1545
ENSCAFG00000000609,,ENSG00000128165,ADM2,ortholog_one2one,71.1268,68.2432
ENSCAFG00000019009,,ENSG00000182271,TMIGD1,ortholog_one2one,71.1268,77.0992
ENSCAFG00000005153,,ENSG00000125810,CD93,ortholog_one2one,71.1214,71.0123
ENSCAFG00000000244,,ENSG00000146410,MTFR2,ortholog_one2one,71.1111,66.4935
ENSCAFG00000015088,,ENSG00000105643,ARRDC2,ortholog_one2one,71.0983,90.6634
ENSCAFG00000016709,,ENSG00000181704,YIPF6,ortholog_one2one,71.0963,90.678
ENSCAFG00000017116,,ENSG00000119650,IFT43,ortholog_one2one,71.09,70.4225
ENSCAFG00000016894,,ENSG00000120498,TEX11,ortholog_one2one,71.0779,70.8511
ENSCAFG00000018779,,ENSG00000167525,PROCA1,ortholog_one2one,71.0744,70.8791
ENSCAFG00000024985,,ENSG00000187987,ZSCAN23,ortholog_one2one,71.0526,76.3496
ENSCAFG00000001051,,ENSG00000172346,CSDC2,ortholog_one2one,71.0526,70.5882
ENSCAFG00000017664,,ENSG00000141469,SLC14A1,ortholog_one2one,71.0472,77.7528
ENSCAFG00000009641,,ENSG00000124102,PI3,ortholog_one2one,71.028,64.9573
ENSCAFG00000032226,,ENSG00000108953,YWHAE,ortholog_one2one,71.0191,87.451
ENSCAFG00000010189,,ENSG00000107874,CUEDC2,ortholog_one2one,71.0183,94.7735
ENSCAFG00000013247,,ENSG00000183530,PRR14L,ortholog_one2one,71.0158,70.8508
ENSCAFG00000002854,,ENSG00000142549,IGLON5,ortholog_one2one,71.0145,72.9167
ENSCAFG00000010470,,ENSG00000115271,GCA,ortholog_one2one,70.9957,75.576
ENSCAFG00000007486,,ENSG00000121289,CEP89,ortholog_one2one,70.9677,75.8621
ENSCAFG00000019279,,ENSG00000060558,GNA15,ortholog_one2one,70.9424,72.4599
ENSCAFG00000007606,,ENSG00000105176,URI1,ortholog_one2one,70.9321,83.9252
ENSCAFG00000031382,,ENSG00000124225,PMEPA1,ortholog_one2one,70.922,69.6864
ENSCAFG00000002403,,ENSG00000197816,CCDC180,ortholog_one2one,70.9193,68.4369
ENSCAFG00000005388,,ENSG00000105221,AKT2,ortholog_one2one,70.9156,82.1206
ENSCAFG00000008270,,ENSG00000095637,SORBS1,ortholog_one2one,70.9114,84.7759
ENSCAFG00000019239,,ENSG00000262919,CCNQ,ortholog_one2one,70.9091,78.629
ENSCAFG00000018342,,ENSG00000185100,ADSS1,ortholog_one2one,70.8861,67.2
ENSCAFG00000005511,,ENSG00000092200,RPGRIP1,ortholog_one2one,70.885,66.6407
ENSCAFG00000014530,,ENSG00000163995,ABLIM2,ortholog_one2one,70.8564,78.9231
ENSCAFG00000011388,,ENSG00000146950,SHROOM2,ortholog_one2one,70.8561,72.2153
ENSCAFG00000030732,,ENSG00000178229,ZNF543,ortholog_one2one,70.8535,73.3333
ENSCAFG00000024670,,ENSG00000196433,ASMT,ortholog_one2one,70.8455,65.1475
ENSCAFG00000004318,,ENSG00000077984,CST7,ortholog_one2one,70.8333,70.3448
ENSCAFG00000012759,,ENSG00000101194,SLC17A9,ortholog_one2one,70.825,80.7339
ENSCAFG00000017917,,ENSG00000244165,P2RY11,ortholog_one2one,70.8108,70.0535
ENSCAFG00000011999,,ENSG00000165669,FAM204A,ortholog_one2one,70.8029,83.2618
ENSCAFG00000000099,,ENSG00000134443,GRP,ortholog_one2one,70.7483,70.2703
ENSCAFG00000024719,,ENSG00000232125,DYTN,ortholog_one2one,70.7401,71.1073
ENSCAFG00000014566,,ENSG00000155275,TRMT44,ortholog_one2one,70.6989,69.4848
ENSCAFG00000013092,,ENSG00000173681,BCLAF3,ortholog_one2one,70.6941,77.3558
ENSCAFG00000002820,,ENSG00000182310,SPACA6,ortholog_one2one,70.679,70.679
ENSCAFG00000023923,,ENSG00000186806,VSIG10L,ortholog_one2one,70.6695,76.7013
ENSCAFG00000001777,,ENSG00000184459,BPIFC,ortholog_one2one,70.6645,85.9961
ENSCAFG00000032133,,ENSG00000235109,ZSCAN31,ortholog_one2one,70.6546,77.0936
ENSCAFG00000016754,,ENSG00000189401,OTUD6A,ortholog_one2one,70.6294,70.1389
ENSCAFG00000001136,,ENSG00000079819,EPB41L2,ortholog_one2one,70.6288,81.592
ENSCAFG00000015872,,ENSG00000108219,TSPAN14,ortholog_one2one,70.6199,97.037
ENSCAFG00000006432,,ENSG00000101200,AVP,ortholog_one2one,70.6161,90.8537
ENSCAFG00000015851,,ENSG00000170788,DYDC1,ortholog_one2one,70.6161,84.1808
ENSCAFG00000018338,,ENSG00000079101,CLUL1,ortholog_one2one,70.6122,66.7954
ENSCAFG00000004357,,ENSG00000104983,CCDC61,ortholog_one2one,70.6087,79.2969
ENSCAFG00000024892,,ENSG00000124564,SLC17A3,ortholog_one2one,70.5882,69.8795
ENSCAFG00000023467,,ENSG00000205669,ACOT6,ortholog_one2one,70.5628,77.4347
ENSCAFG00000018708,,ENSG00000130377,ACSBG2,ortholog_one2one,70.5539,72.6727
ENSCAFG00000000604,,ENSG00000204435,CSNK2B,ortholog_one2one,70.5479,88.0342
ENSCAFG00000032748,,ENSG00000122042,UBL3,ortholog_one2one,70.5036,83.7607
ENSCAFG00000012334,,ENSG00000100314,CABP7,ortholog_one2one,70.4918,100.0
ENSCAFG00000016114,,ENSG00000093072,ADA2,ortholog_one2one,70.4854,71.0372
ENSCAFG00000014512,,ENSG00000105671,DDX49,ortholog_one2one,70.405,93.5818
ENSCAFG00000014543,,ENSG00000125089,SH3TC1,ortholog_one2one,70.4033,77.0958
ENSCAFG00000023362,,ENSG00000206072,SERPINB11,ortholog_one2one,70.3947,81.8878
ENSCAFG00000003710,,ENSG00000112297,CRYBG1,ortholog_one2one,70.3637,55.3731
ENSCAFG00000031300,,ENSG00000269313,MAGIX,ortholog_one2one,70.3557,53.2934
ENSCAFG00000001489,,ENSG00000156639,ZFAND3,ortholog_one2one,70.3333,92.9515
ENSCAFG00000015799,,ENSG00000072832,CRMP1,ortholog_one2one,70.3283,81.1953
ENSCAFG00000012315,,ENSG00000108064,TFAM,ortholog_one2one,70.3252,70.3252
ENSCAFG00000018229,,ENSG00000198816,ZNF358,ortholog_one2one,70.297,87.5
ENSCAFG00000012917,,ENSG00000172878,METAP1D,ortholog_one2one,70.2882,94.6269
ENSCAFG00000031319,,ENSG00000148483,TMEM236,ortholog_one2one,70.2857,70.0855
ENSCAFG00000019487,,ENSG00000071564,TCF3,ortholog_one2one,70.2454,67.4521
ENSCAFG00000013206,,ENSG00000198089,SFI1,ortholog_one2one,70.239,73.3494
ENSCAFG00000031835,,ENSG00000258713,C20orf141,ortholog_one2one,70.2381,71.5152
ENSCAFG00000002041,,ENSG00000198203,SULT1C2,ortholog_one2one,70.2186,82.9032
ENSCAFG00000000075,,ENSG00000141655,TNFRSF11A,ortholog_one2one,70.216,73.8636
ENSCAFG00000018575,,ENSG00000082397,EPB41L3,ortholog_one2one,70.2145,78.2889
ENSCAFG00000018212,,ENSG00000187823,RTL4,ortholog_one2one,70.1987,68.3871
ENSCAFG00000015475,,ENSG00000175084,DES,ortholog_one2one,70.1863,96.1702
ENSCAFG00000042209,,ENSG00000262484,CCER2,ortholog_one2one,70.1818,72.5564
ENSCAFG00000001351,,ENSG00000197753,LHFPL5,ortholog_one2one,70.1639,97.7169
ENSCAFG00000017539,,ENSG00000130164,LDLR,ortholog_one2one,70.1577,65.7173
ENSCAFG00000030432,,ENSG00000185252,ZNF74,ortholog_one2one,70.1493,72.9814
ENSCAFG00000018462,,ENSG00000181481,RNF135,ortholog_one2one,70.1493,65.2778
ENSCAFG00000012058,,ENSG00000124092,CTCFL,ortholog_one2one,70.14,64.4286
ENSCAFG00000014244,,ENSG00000186010,NDUFA13,ortholog_one2one,70.1389,67.3333
ENSCAFG00000002147,,ENSG00000115594,IL1R1,ortholog_one2one,70.1113,77.5044
ENSCAFG00000020213,,ENSG00000136918,WDR38,ortholog_one2one,70.0997,66.9841
ENSCAFG00000019244,,ENSG00000186532,SMYD4,ortholog_one2one,70.0993,70.2736
ENSCAFG00000000797,,ENSG00000204290,BTNL2,ortholog_one2one,70.099,73.444
ENSCAFG00000017438,,ENSG00000105514,RAB3D,ortholog_one2one,70.0337,94.9772
ENSCAFG00000001326,,ENSG00000007866,TEAD3,ortholog_one2one,70.0326,98.8506
ENSCAFG00000019548,,ENSG00000177943,MAMDC4,ortholog_one2one,70.0308,74.7533
ENSCAFG00000010849,,ENSG00000124508,BTN2A2,ortholog_one2one,70.019,70.5545
ENSCAFG00000012827,,ENSG00000185339,TCN2,ortholog_one2one,70.0,73.7705
ENSCAFG00000030579,,ENSG00000132823,OSER1,ortholog_one2one,70.0,86.3014
ENSCAFG00000018620,,ENSG00000125734,GPR108,ortholog_one2one,69.9842,81.5838
ENSCAFG00000031660,,ENSG00000141873,SLC39A3,ortholog_one2one,69.9758,89.4737
ENSCAFG00000011067,,ENSG00000169084,DHRSX,ortholog_one2one,69.9346,64.8485
ENSCAFG00000017428,,ENSG00000173928,SWSAP1,ortholog_one2one,69.9275,77.2
ENSCAFG00000019295,,ENSG00000070444,MNT,ortholog_one2one,69.9229,93.4708
ENSCAFG00000010436,,ENSG00000112304,ACOT13,ortholog_one2one,69.8718,77.8571
ENSCAFG00000016155,,ENSG00000121895,TMEM156,ortholog_one2one,69.8718,73.6487
ENSCAFG00000031614,,ENSG00000119917,IFIT3,ortholog_one2one,69.8574,70.0
ENSCAFG00000002482,,ENSG00000146166,LGSN,ortholog_one2one,69.8387,85.0688
ENSCAFG00000019892,,ENSG00000125492,BARHL1,ortholog_one2one,69.8061,77.0642
ENSCAFG00000007375,,ENSG00000102699,PARP4,ortholog_one2one,69.7867,68.3295
ENSCAFG00000001597,,ENSG00000112559,MDFI,ortholog_one2one,69.7819,91.0569
ENSCAFG00000004309,,ENSG00000123178,SPRYD7,ortholog_one2one,69.7479,84.6939
ENSCAFG00000023709,,ENSG00000185988,PLK5,ortholog_one2one,69.6429,69.6429
ENSCAFG00000002341,,ENSG00000146151,HMGCLL1,ortholog_one2one,69.6391,88.6487
ENSCAFG00000011994,,ENSG00000183762,KREMEN1,ortholog_one2one,69.6133,76.8293
ENSCAFG00000031784,,ENSG00000152439,ZNF773,ortholog_one2one,69.6121,73.0769
ENSCAFG00000004175,,ENSG00000197405,C5AR1,ortholog_one2one,69.6023,70.0
ENSCAFG00000006383,,ENSG00000139618,BRCA2,ortholog_one2one,69.5879,70.158
ENSCAFG00000001735,,ENSG00000175329,ISX,ortholog_one2one,69.5473,68.9796
ENSCAFG00000031865,,ENSG00000074660,SCARF1,ortholog_one2one,69.5279,78.0723
ENSCAFG00000031873,,ENSG00000083838,ZNF446,ortholog_one2one,69.5096,72.4444
ENSCAFG00000003741,,ENSG00000146285,SCML4,ortholog_one2one,69.4949,83.0918
ENSCAFG00000043740,,ENSG00000174744,BRMS1,ortholog_one2one,69.469,54.1379
ENSCAFG00000024209,,ENSG00000170909,OSCAR,ortholog_one2one,69.434,64.3357
ENSCAFG00000012935,,ENSG00000144355,DLX1,ortholog_one2one,69.434,72.1569
